AIRPORT,TIME,FLIGHT,AIRLINE,AIRCRAFT,STATUS,TYPE,TO/FROM
KNO,11:30:00 AM,JT205,Lion Air ,B739 (PK-LGO) ,Departed 11:41 AM,Departure,CGK
KNO,11:35:00 AM,QZ122,AirAsia ,A320 (PK-AZT) ,Departed 11:43 AM,Departure,KUL
KNO,11:40:00 AM,IW1262,Wings Air ,AT7 ,Unknown,Departure,GNS
KNO,11:50:00 AM,IW1258,Wings Air ,AT76 (PK-WJY) ,Departed 11:55 AM,Departure,FLZ
KNO,11:55:00 AM,IU897,Super Air Jet ,A320 (PK-SJJ) ,Departed 1:24 PM,Departure,CGK
KNO,11:55:00 AM,JT972,Lion Air ,B739 (PK-LGS) ,Departed 12:54 PM,Departure,BTH
KNO,12:30:00 PM,JT306,Lion Air ,B738 (PK-LPK) ,Departed 1:34 PM,Departure,BTJ
KNO,12:40:00 PM,GA187,Garuda Indonesia ,B738 (PK-GUC) ,Departed 1:07 PM,Departure,CGK
KNO,12:45:00 PM,IU863,Super Air Jet ,A320 (PK-SAT) ,Departed 1:03 PM,Departure,PDG
KNO,1:05:00 PM,IW1250,Wings Air ,AT76 (PK-WGG) ,Departed 1:38 PM,Departure,LSW
KNO,1:20:00 PM,QG904,Citilink ,A320 (PK-GLU) ,Departed 1:26 PM,Departure,BTJ
KNO,1:30:00 PM,JT397,Lion Air ,739,Unknown,Departure,CGK
KNO,1:45:00 PM,QG919,Citilink ,A320 (PK-GLI) ,Departed 2:01 PM,Departure,CGK
KNO,1:50:00 PM,IW1239,Wings Air ,AT7 ,Unknown,Departure,PKU
KNO,1:50:00 PM,JT132,Lion Air (50th 737-900ER Livery) ,B739 (PK-LHY) ,Departed 2:03 PM,Departure,PEN
KNO,1:55:00 PM,IU949,Super Air Jet ,A320 (PK-STH) ,Departed 5:37 PM,Departure,CGK
KNO,2:10:00 PM,AK396,AirAsia ,A20N (9M-AGK) ,Departed 2:17 PM,Departure,KUL
KNO,2:10:00 PM,GA189,Garuda Indonesia ,B738 (PK-GNF) ,Departed 2:22 PM,Departure,CGK
KNO,2:15:00 PM,QG1926,Citilink ,AT76 (PK-GJV) ,Estimated dep. 2:37 PM,Departure,PKU
KNO,2:25:00 PM,JT215,Lion Air ,739,Unknown,Departure,CGK
KNO,2:25:00 PM,IW1260,Wings Air ,AT75 (PK-WFQ) ,Departed 2:32 PM,Departure,GNS
KNO,3:00:00 PM,ID7010,Batik Air ,A320 (PK-LAL) ,Departed 6:31 PM,Departure,HLP
KNO,3:15:00 PM,QZ156,AirAsia (Dnars Indonesia Livery) ,A320 (PK-AZN) ,Departed 4:06 PM,Departure,DMK
KNO,3:25:00 PM,JT977,Lion Air ,739,Unknown,Departure,BTH
KNO,3:25:00 PM,JT247,Lion Air ,739,Unknown,Departure,BTH
KNO,3:30:00 PM,JT385,Lion Air ,B739 (PK-LFL) ,Departed 4:02 PM,Departure,CGK
KNO,3:30:00 PM,IW1243,Wings Air ,AT76 (PK-WJY) ,Departed 3:38 PM,Departure,PKU
KNO,3:45:00 PM,MH865,Malaysia Airlines ,B738 (9M-MLS) ,Departed 3:54 PM,Departure,KUL
KNO,4:00:00 PM,IU943,Super Air Jet ,A320 (PK-SJJ) ,Departed 8:30 PM,Departure,CGK
KNO,4:05:00 PM,QG917,Citilink ,A320 (PK-GQG) ,Departed 5:27 PM,Departure,CGK
KNO,4:25:00 PM,JT305,Lion Air ,B738 (PK-LPK) ,Departed 5:44 PM,Departure,CGK
KNO,4:50:00 PM,GA121,Garuda Indonesia (Pocari Sweat Livery) ,B738 (PK-GNN) ,Departed 5:16 PM,Departure,CGK
KNO,4:50:00 PM,QG923,Citilink ,A20N (PK-GTG) ,Departed 6:29 PM,Departure,BTH
KNO,4:55:00 PM,AK392,AirAsia ,A320 (9M-DAE) ,Departed 5:20 PM,Departure,KUL
KNO,5:00:00 PM,JT209,Lion Air ,739,Unknown,Departure,CGK
KNO,5:00:00 PM,QG883,Citilink ,A320 (PK-GLU) ,Departed 5:22 PM,Departure,CGK
KNO,5:10:00 PM,ID6018,Batik Air ,B738 (PK-BGF) ,Departed 5:33 PM,Departure,KUL
KNO,5:35:00 PM,JT303,Lion Air ,739,Unknown,Departure,CGK
KNO,5:50:00 PM,OD323,Malindo Air ,B738 (9M-LCM) ,Departed 6:44 PM,Departure,KUL
KNO,6:00:00 PM,IU889,Super Air Jet ,320,Unknown,Departure,CGK
KNO,6:20:00 PM,AK1580,AirAsia ,A320 (9M-AGP) ,Departed 6:33 PM,Departure,PEN
KNO,6:20:00 PM,QG979,Citilink ,A320 (PK-GLK) ,Departed 7:41 PM,Departure,CGK
KNO,6:30:00 PM,JT309,Lion Air ,739,Unknown,Departure,CGK
KNO,7:05:00 PM,QG25,Citilink ,A320 (PK-GQS) ,Departed 8:34 PM,Departure,HLP
KNO,7:25:00 PM,GA193,Garuda Indonesia ,B738 (PK-GFG) ,Departed 7:35 PM,Departure,CGK
KNO,7:30:00 PM,JT383,Lion Air ,B39M (PK-LRG) ,Departed 7:47 PM,Departure,CGK
KNO,7:40:00 PM,AK394,AirAsia (WeAreAllChampions Livery) ,A320 (9M-AQF) ,Departed 7:59 PM,Departure,KUL
KNO,8:05:00 PM,SQ995,Singapore Airlines ,B38M (9V-MBA) ,Departed 8:53 PM,Departure,SIN
KNO,8:25:00 PM,QZ108,AirAsia (Dnars Indonesia Livery) ,A320 (PK-AZN) ,Estimated dep. 9:30 PM,Departure,PEN
KNO,9:20:00 PM,QG915,Citilink ,A20N (PK-GTK) ,Estimated dep. 10:40 PM,Departure,CGK
KNO,9:40:00 PM,GA1854,Garuda Indonesia ,738,Scheduled,Departure,CGK
KOE,6:05:00 AM,QG602,Citilink ,A320 (PK-GLY) ,Landed 6:06 AM,Arrival,CGK
KOE,6:10:00 AM,ID6540,Batik Air ,A320 (PK-BLA) ,Landed 6:17 AM,Arrival,CGK
KOE,7:35:00 AM,IW1922,Wings Air ,AT76 (PK-WGU) ,Landed 7:32 AM,Arrival,WGP
KOE,7:55:00 AM,IW1828,Wings Air ,AT76 (PK-WHM) ,Landed 7:45 AM,Arrival,MOF
KOE,8:50:00 AM,JT690,Lion Air ,B739 (PK-LHJ) ,Landed 8:58 AM,Arrival,SUB
KOE,10:10:00 AM,IW1990,Wings Air ,AT76 (PK-WGU) ,Landed 11:11 AM,Arrival,RTG
KOE,10:30:00 AM,IW1942,Wings Air ,AT76 (PK-WHM) ,Landed 10:45 AM,Arrival,ARD
KOE,11:15:00 AM,IW1918,Wings Air ,AT75 (PK-WFO) ,Unknown,Arrival,TMC
KOE,11:30:00 AM,IN280,Nam Air ,735,Unknown,Arrival,TMC
KOE,12:35:00 PM,IW1956,Wings Air ,AT7 ,Unknown,Arrival,ENE
KOE,12:45:00 PM,JT924,Lion Air (Dreamliner Livery) ,B739 (PK-LFF) ,Landed 12:37 PM,Arrival,DPS
KOE,1:40:00 PM,IW1954,Wings Air ,AT76 (PK-WGU) ,Unknown,Arrival,ABU
KOE,1:50:00 PM,IN660,Nam Air ,735,Unknown,Arrival,MOF
KOE,2:10:00 PM,IL197,Indonesia - Marine and Fisheries ,AT43 (PK-YRE) ,Unknown,Arrival,LOP
KOE,2:50:00 PM,IW1928,Wings Air ,AT75 (PK-WFO) ,Landed 3:03 PM,Arrival,LKA
KOE,3:05:00 PM,JT694,Lion Air (Bukalapak Livery) ,B739 (PK-LHH) ,Landed 3:16 PM,Arrival,SUB
KOE,3:30:00 PM,IW1830,Wings Air ,AT76 (PK-WGS) ,Unknown,Arrival,ENE
KOE,3:35:00 PM,IW1926,Wings Air ,AT76 (PK-WHM) ,Landed 4:00 PM,Arrival,BJW
KOE,3:40:00 PM,IW1820,Wings Air ,AT7 ,Unknown,Arrival,MOF
KOE,7:45:00 PM,JT692,Lion Air ,B739 (PK-LHR) ,Landed 7:48 PM,Arrival,SUB
KOE,6:15:00 AM,JT693,Lion Air ,B739 (PK-LST) ,Departed 6:21 AM,Departure,SUB
KOE,6:35:00 AM,QG603,Citilink ,A320 (PK-GLY) ,Departed 6:51 AM,Departure,CGK
KOE,6:50:00 AM,ID6541,Batik Air ,A320 (PK-BLA) ,Departed 7:12 AM,Departure,CGK
KOE,7:10:00 AM,IW1991,Wings Air ,AT76 (PK-WGU) ,Departed 8:38 AM,Departure,RTG
KOE,7:50:00 AM,IW1831,Wings Air ,AT76 (PK-WGS) ,Departed 8:16 AM,Departure,ENE
KOE,8:00:00 AM,IW1919,Wings Air ,AT75 (PK-WFO) ,Unknown,Departure,TMC
KOE,8:15:00 AM,IW1943,Wings Air ,AT76 (PK-WHM) ,Departed 8:36 AM,Departure,ARD
KOE,9:10:00 AM,SQS250,Susi Air ,CN1 ,Unknown,Departure,SAU
KOE,9:35:00 AM,JT697,Lion Air ,B739 (PK-LHJ) ,Departed 10:01 AM,Departure,SUB
KOE,10:25:00 AM,IW1957,Wings Air ,AT7 ,Unknown,Departure,ENE
KOE,10:50:00 AM,IW1927,Wings Air ,AT76 (PK-WHM) ,Departed 11:26 AM,Departure,BJW
KOE,11:40:00 AM,IW1955,Wings Air ,AT76 (PK-WGU) ,Departed 11:42 AM,Departure,ABU
KOE,12:00:00 PM,IN661,Nam Air ,735,Unknown,Departure,MOF
KOE,12:50:00 PM,IW1929,Wings Air ,AT75 (PK-WFO) ,Departed 1:02 PM,Departure,LKA
KOE,1:30:00 PM,IW1821,Wings Air ,AT7 ,Unknown,Departure,MOF
KOE,1:35:00 PM,JT925,Lion Air (Dreamliner Livery) ,B739 (PK-LFF) ,Departed 1:34 PM,Departure,DPS
KOE,3:10:00 PM,IW1923,Wings Air ,AT7 ,Canceled,Departure,WGP
KOE,3:45:00 PM,JT695,Lion Air (Bukalapak Livery) ,B739 (PK-LHH) ,Departed 4:09 PM,Departure,SUB
KOE,3:50:00 PM,IW1829,Wings Air ,AT76 (PK-WGU) ,Departed 3:55 PM,Departure,MOF
KTG,8:50:00 AM,IW1440,Wings Air ,AT76 (PK-WGR) ,Landed 8:44 AM,Arrival,PNK
KTG,11:10:00 AM,IW1348,Wings Air ,AT76 (PK-WGR) ,Landed 11:16 AM,Arrival,PNK
KTG,1:25:00 PM,IW1346,Wings Air ,AT76 (PK-WGR) ,Landed 1:37 PM,Arrival,PNK
KTG,3:40:00 PM,IW1344,Wings Air ,AT75 (PK-WFG) ,Landed 4:01 PM,Arrival,PNK
KTG,7:00:00 AM,IW1345,Wings Air ,AT76 (PK-WGR) ,Departed 6:56 AM,Departure,PNK
KTG,9:15:00 AM,IW1441,Wings Air ,AT76 (PK-WGR) ,Departed 9:15 AM,Departure,PNK
KTG,11:30:00 AM,IW1349,Wings Air ,AT76 (PK-WGR) ,Departed 11:47 AM,Departure,PNK
KTG,1:45:00 PM,IW1347,Wings Air ,AT76 (PK-WGR) ,Departed 2:03 PM,Departure,PNK
KXB,8:35:00 AM,IW1206,Wings Air ,AT75 (PK-WFK) ,Unknown,Arrival,UPG
KXB,1:50:00 PM,IW1204,Wings Air ,AT7 ,Canceled,Arrival,UPG
KXB,9:00:00 AM,IW1207,Wings Air ,AT75 (PK-WFK) ,Estimated dep. 9:30 AM,Departure,UPG
KXB,2:10:00 PM,IW1205,Wings Air ,AT7 ,Canceled,Departure,UPG
LAH,9:55:00 AM,IW2272,Wings Air ,AT76 (PK-WJT) ,Unknown,Arrival,MDC
LAH,11:15:00 AM,IW2274,Wings Air ,AT76 (PK-WHO) ,Unknown,Arrival,MDC
LAH,1:20:00 PM,IW2276,Wings Air ,AT76 (PK-WJT) ,Unknown,Arrival,MDC
LAH,5:00:00 PM,IW1174,Wings Air ,AT76 (PK-WJT) ,Unknown,Arrival,TTE
LAH,7:30:00 AM,IW1173,Wings Air ,AT76 (PK-WGO) ,Departed 7:36 AM,Departure,TTE
LAH,10:30:00 AM,IW2273,Wings Air ,AT76 (PK-WJT) ,Departed 10:25 AM,Departure,MDC
LAH,11:45:00 AM,IW2275,Wings Air ,AT76 (PK-WHO) ,Departed,Departure,MDC
LAH,1:50:00 PM,IW2277,Wings Air ,AT76 (PK-WJT) ,Departed,Departure,MDC
LBJ,8:20:00 AM,QZ644,AirAsia ,A320 (PK-AZG) ,Landed 8:08 AM,Arrival,DPS
LBJ,9:10:00 AM,ID6333,Batik Air ,A320 (PK-BLB) ,Landed 9:02 AM,Arrival,DPS
LBJ,9:55:00 AM,IW1831,Wings Air ,AT76 (PK-WGS) ,Landed 10:11 AM,Arrival,ENE
LBJ,10:45:00 AM,ID6524,Batik Air ,A320 (PK-BKM) ,Landed 10:30 AM,Arrival,CGK
LBJ,12:25:00 PM,ID6526,Batik Air ,A320 (PK-LUZ) ,Landed 12:18 PM,Arrival,CGK
LBJ,12:45:00 PM,IW1960,Wings Air ,AT76 (PK-WGS) ,Landed 2:04 PM,Arrival,MOF
LBJ,12:55:00 PM,ID6331,Batik Air ,A320 (PK-BLB) ,Landed 12:45 PM,Arrival,DPS
LBJ,12:55:00 PM,IW1927,Wings Air ,AT76 (PK-WHM) ,Landed 1:21 PM,Arrival,BJW
LBJ,3:15:00 PM,IU726,Super Air Jet ,A320 (PK-SJV) ,Landed 3:09 PM,Arrival,SUB
LBJ,4:05:00 PM,QZ860,AirAsia ,A320 (PK-AXE) ,Landed 3:55 PM,Arrival,CGK
LBJ,4:50:00 PM,ID6335,Batik Air ,A320 (PK-BLB) ,Landed 5:45 PM,Arrival,DPS
LBJ,5:00:00 PM,QZ646,AirAsia ,A320 (PK-AXR) ,Landed 4:37 PM,Arrival,DPS
LBJ,8:50:00 AM,QZ645,AirAsia ,A320 (PK-AZG) ,Departed 8:45 AM,Departure,DPS
LBJ,9:50:00 AM,ID6332,Batik Air ,A320 (PK-BLB) ,Departed 9:51 AM,Departure,DPS
LBJ,10:20:00 AM,IW1961,Wings Air ,AT76 (PK-WGS) ,Departed 10:46 AM,Departure,MOF
LBJ,11:30:00 AM,ID6525,Batik Air ,A320 (PK-BKM) ,Departed 11:32 AM,Departure,CGK
LBJ,1:10:00 PM,ID6527,Batik Air ,A320 (PK-LUZ) ,Departed 1:22 PM,Departure,CGK
LBJ,1:20:00 PM,IW1926,Wings Air ,AT76 (PK-WHM) ,Departed 2:08 PM,Departure,BJW
LBJ,1:20:00 PM,IW1830,Wings Air ,AT76 (PK-WGS) ,Departed 2:43 PM,Departure,ENE
LBJ,1:35:00 PM,ID6330,Batik Air ,A320 (PK-BLB) ,Departed 2:34 PM,Departure,DPS
LBJ,4:00:00 PM,IU727,Super Air Jet ,A320 (PK-SJV) ,Departed 4:07 PM,Departure,SUB
LBJ,4:35:00 PM,QZ861,AirAsia ,A320 (PK-AXE) ,Departed 4:40 PM,Departure,CGK
LBJ,5:30:00 PM,QZ647,AirAsia ,A320 (PK-AXR) ,Departed 5:24 PM,Departure,DPS
LBJ,5:35:00 PM,ID6334,Batik Air ,A320 (PK-BLB) ,Departed 6:38 PM,Departure,DPS
LKA,1:40:00 PM,IW1929,Wings Air ,AT75 (PK-WFO) ,Landed 1:43 PM,Arrival,KOE
LKA,2:00:00 PM,IW1928,Wings Air ,AT75 (PK-WFO) ,Departed 2:20 PM,Departure,KOE
LLJ,12:40:00 PM,ID6820,Batik Air ,A320 (PK-LUT) ,Landed 1:32 PM,Arrival,CGK
LLJ,2:25:00 PM,ID6821,Batik Air ,A320 (PK-LUT) ,Departed 2:24 PM,Departure,CGK
LLO,9:10:00 AM,IW1350,Wings Air ,AT76 (PK-WKK) ,Unknown,Arrival,UPG
LLO,9:30:00 AM,IW1351,Wings Air ,AT76 (PK-WKK) ,Departed 9:43 AM,Departure,UPG
LMU,1:15:00 PM,IW1228,Wings Air ,AT75 (PK-WFZ) ,Unknown,Arrival,BTH
LMU,1:35:00 PM,IW1229,Wings Air ,AT75 (PK-WFZ) ,Departed 2:19 PM,Departure,BTH
LNU,9:30:00 AM,SQS311,Susi Air ,CN1 ,Unknown,Arrival,TRK
LOP,7:55:00 AM,JT656,Lion Air ,739,Canceled,Arrival,CGK
LOP,8:00:00 AM,JT646,Lion Air ,B739 (PK-LHS) ,Landed 8:05 AM,Arrival,SUB
LOP,8:10:00 AM,QG670,Citilink ,A320 (PK-GQS) ,Landed 7:45 AM,Arrival,SUB
LOP,8:30:00 AM,IW1865,Wings Air ,AT76 (PK-WHW) ,Landed 8:30 AM,Arrival,BMU
LOP,9:10:00 AM,IU762,Super Air Jet ,A320 (PK-SJR) ,Landed 9:13 AM,Arrival,CGK
LOP,9:15:00 AM,IW1854,Wings Air ,AT75 (PK-WFR) ,Landed 9:22 AM,Arrival,DPS
LOP,9:40:00 AM,AK304,AirAsia (Allstars Livery) ,A320 (9M-AFD) ,Landed 9:04 AM,Arrival,KUL
LOP,10:30:00 AM,GA432,Garuda Indonesia (Livin' by Mandiri Livery) ,B738 (PK-GFI) ,Landed 10:18 AM,Arrival,CGK
LOP,10:30:00 AM,TR258,Scoot ,A320 (9V-TRN) ,Landed 10:35 AM,Arrival,SIN
LOP,10:40:00 AM,IW1850,Wings Air ,AT76 (PK-WGK) ,Landed 10:54 AM,Arrival,DPS
LOP,11:15:00 AM,IW1861,Wings Air ,AT75 (PK-WFR) ,Landed 11:38 AM,Arrival,SWQ
LOP,11:40:00 AM,JT822,Lion Air ,B739 (PK-LGL) ,Landed 12:06 PM,Arrival,SUB
LOP,11:40:00 AM,QG640,Citilink ,A320 (PK-GLY) ,Landed 12:24 PM,Arrival,CGK
LOP,12:15:00 PM,ID6658,Batik Air ,A320 (PK-LAY) ,Landed 12:43 PM,Arrival,CGK
LOP,12:15:00 PM,QG1672,Citilink ,A320 (PK-GQR) ,Landed 12:14 PM,Arrival,DPS
LOP,1:25:00 PM,IW1848,Wings Air ,AT76 (PK-WGK) ,Landed 1:44 PM,Arrival,DPS
LOP,1:40:00 PM,IU764,Super Air Jet ,A320 (PK-SAQ) ,Landed 3:33 PM,Arrival,CGK
LOP,2:00:00 PM,GA430,Garuda Indonesia ,B738 (PK-GMW) ,Landed 2:08 PM,Arrival,CGK
LOP,2:00:00 PM,JT841,Lion Air ,B738 (PK-LJS) ,Landed 3:18 PM,Arrival,UPG
LOP,2:40:00 PM,JT654,Lion Air ,738,Unknown,Arrival,CGK
LOP,2:55:00 PM,QG1670,Citilink ,A320 (PK-GQR) ,Landed 3:08 PM,Arrival,DPS
LOP,3:05:00 PM,IW1964,Wings Air ,AT75 (PK-WFR) ,Landed 3:01 PM,Arrival,DPS
LOP,3:10:00 PM,JT642,Lion Air ,B739 (PK-LGL) ,Landed 3:45 PM,Arrival,SUB
LOP,5:00:00 PM,GA434,Garuda Indonesia ,B738 (PK-GFD) ,Landed 5:18 PM,Arrival,CGK
LOP,5:15:00 PM,QZ462,AirAsia ,A320 (PK-AZT) ,Landed 4:59 PM,Arrival,KUL
LOP,5:30:00 PM,IU766,Super Air Jet ,A320 (PK-STF) ,Landed 6:32 PM,Arrival,CGK
LOP,7:05:00 PM,IU161,Super Air Jet ,A320 (PK-SJL) ,Landed 7:06 PM,Arrival,KUL
LOP,7:30:00 PM,IU718,Super Air Jet ,A320 (PK-SJH) ,Landed 8:26 PM,Arrival,SUB
LOP,7:40:00 PM,IU768,Super Air Jet ,A320 (PK-SAS) ,Unknown,Arrival,CGK
LOP,8:20:00 PM,IU776,Super Air Jet ,A320 (PK-SAW) ,Landed 8:33 PM,Arrival,YIA
LOP,6:00:00 AM,IU717,Super Air Jet ,A320 (PK-STI) ,Departed 6:45 AM,Departure,SUB
LOP,6:00:00 AM,IU777,Super Air Jet ,A320 (PK-SAW) ,Departed 6:07 AM,Departure,YIA
LOP,6:05:00 AM,IU769,Super Air Jet ,A320 (PK-STA) ,Departed 6:14 AM,Departure,CGK
LOP,8:45:00 AM,JT645,Lion Air ,B739 (PK-LHS) ,Departed 9:02 AM,Departure,SUB
LOP,8:45:00 AM,JT657,Lion Air ,739,Canceled,Departure,CGK
LOP,8:55:00 AM,QG671,Citilink ,A320 (PK-GQS) ,Departed 8:32 AM,Departure,SUB
LOP,9:00:00 AM,IL197,Indonesia - Marine and Fisheries ,AT43 (PK-YRE) ,Estimated dep. 9:00 AM,Departure,KOE
LOP,9:35:00 AM,IW1860,Wings Air ,AT75 (PK-WFR) ,Departed 9:59 AM,Departure,SWQ
LOP,9:50:00 AM,IU763,Super Air Jet ,A320 (PK-SJR) ,Departed 10:27 AM,Departure,CGK
LOP,10:10:00 AM,AK305,AirAsia (Allstars Livery) ,A320 (9M-AFD) ,Departed 10:10 AM,Departure,KUL
LOP,11:00:00 AM,IW1851,Wings Air ,AT76 (PK-WGK) ,Departed 11:33 AM,Departure,DPS
LOP,11:15:00 AM,GA431,Garuda Indonesia (Livin' by Mandiri Livery) ,B738 (PK-GFI) ,Departed 11:26 AM,Departure,CGK
LOP,11:15:00 AM,TR259,Scoot ,A320 (9V-TRN) ,Departed 11:46 AM,Departure,SIN
LOP,11:35:00 AM,IW1857,Wings Air ,AT75 (PK-WFR) ,Departed 12:19 PM,Departure,DPS
LOP,12:10:00 PM,QG641,Citilink ,A320 (PK-GLY) ,Departed 1:14 PM,Departure,CGK
LOP,12:25:00 PM,JT823,Lion Air ,B739 (PK-LGL) ,Departed 12:58 PM,Departure,SUB
LOP,12:45:00 PM,QG1671,Citilink ,A320 (PK-GQR) ,Departed 1:10 PM,Departure,DPS
LOP,12:55:00 PM,ID6659,Batik Air ,A320 (PK-LAY) ,Departed 1:46 PM,Departure,CGK
LOP,1:10:00 PM,IW1963,Wings Air ,AT76 (PK-WHW) ,Departed 1:26 PM,Departure,DPS
LOP,1:55:00 PM,IW1859,Wings Air ,AT76 (PK-WGK) ,Departed 2:20 PM,Departure,DPS
LOP,2:30:00 PM,IU765,Super Air Jet ,A320 (PK-SAQ) ,Departed 4:37 PM,Departure,CGK
LOP,2:45:00 PM,JT840,Lion Air ,B738 (PK-LJS) ,Departed 4:19 PM,Departure,UPG
LOP,2:50:00 PM,GA433,Garuda Indonesia ,B738 (PK-GMW) ,Departed 3:13 PM,Departure,CGK
LOP,3:25:00 PM,IW1864,Wings Air ,AT75 (PK-WFR) ,Departed 4:10 PM,Departure,BMU
LOP,3:25:00 PM,QG1673,Citilink ,A320 (PK-GQR) ,Departed 4:03 PM,Departure,DPS
LOP,3:30:00 PM,JT647,Lion Air ,738,Unknown,Departure,CGK
LOP,4:00:00 PM,JT865,Lion Air ,B739 (PK-LGL) ,Departed 4:43 PM,Departure,SUB
LOP,5:45:00 PM,QZ463,AirAsia ,A320 (PK-AZT) ,Departed 5:47 PM,Departure,KUL
LOP,5:50:00 PM,GA435,Garuda Indonesia ,B738 (PK-GFD) ,Departed 6:13 PM,Departure,CGK
LOP,6:20:00 PM,IU767,Super Air Jet ,A320 (PK-STF) ,Departed 7:29 PM,Departure,CGK
LSW,2:10:00 PM,IW1250,Wings Air ,AT76 (PK-WGG) ,Unknown,Arrival,KNO
LSW,2:35:00 PM,IW1251,Wings Air ,AT76 (PK-WGG) ,Departed 3:06 PM,Departure,KNO
LUV,10:30:00 AM,IW1531,Wings Air ,AT76 (PK-WHJ) ,Landed 10:43 AM,Arrival,DOB
LUV,10:40:00 AM,JT880,Lion Air ,B738 (PK-LJW) ,Landed 10:27 AM,Arrival,AMQ
LUV,10:10:00 AM,SJ663,Sriwijaya Air ,738,Unknown,Departure,AMQ
LUV,10:50:00 AM,IW1531,Wings Air ,AT76 (PK-WHJ) ,Departed 11:25 AM,Departure,AMQ
LUV,11:30:00 AM,JT881,Lion Air ,B738 (PK-LJW) ,Departed 11:40 AM,Departure,AMQ
LUW,11:15:00 AM,ID6294,Batik Air ,A320 (PK-LAT) ,Landed 11:00 AM,Arrival,UPG
LUW,11:15:00 AM,ID6236,Batik Air ,32A ,Unknown,Arrival,UPG
LUW,11:15:00 AM,ID8136,Batik Air ,32A ,Unknown,Arrival,UPG
LUW,1:55:00 PM,ID6292,Batik Air ,A320 (PK-LUV) ,Landed 1:43 PM,Arrival,UPG
LUW,12:15:00 PM,ID6295,Batik Air ,A320 (PK-LAT) ,Departed 12:04 PM,Departure,UPG
LUW,12:15:00 PM,ID8137,Batik Air ,32A ,Unknown,Departure,UPG
LUW,2:35:00 PM,ID6293,Batik Air ,A320 (PK-LUV) ,Departed 2:43 PM,Departure,UPG
MDC,2:15:00 AM,JT2740,Lion Air ,B739 (PK-LSW) ,Landed 2:22 AM,Arrival,CAN
MDC,5:50:00 AM,ID6274,Batik Air ,B738 (PK-LZM) ,Landed 5:45 AM,Arrival,CGK
MDC,6:00:00 AM,QG300,Citilink ,A320 (PK-GQP) ,Landed 6:27 AM,Arrival,CGK
MDC,6:50:00 AM,GA606,Garuda Indonesia (Retro 1960 livery) ,B738 (PK-GFM) ,Landed 6:48 AM,Arrival,CGK
MDC,8:25:00 AM,ID6742,Batik Air ,A320 (PK-LAZ) ,Landed 8:06 AM,Arrival,CGK
MDC,8:45:00 AM,IW1173,Wings Air ,AT76 (PK-WGO) ,Landed 8:48 AM,Arrival,TTE
MDC,10:40:00 AM,IW2273,Wings Air ,AT76 (PK-WJT) ,Landed 10:28 AM,Arrival,LAH
MDC,10:50:00 AM,JT742,Lion Air ,B739 (PK-LGV) ,Landed 10:59 AM,Arrival,UPG
MDC,10:50:00 AM,JT746,Lion Air ,739,Unknown,Arrival,UPG
MDC,10:50:00 AM,IU2528,Super Air Jet ,A320 (PK-STP) ,Landed 10:51 AM,Arrival,MWS
MDC,11:05:00 AM,IW2533,Wings Air ,AT76 (PK-WHO) ,Landed 11:34 AM,Arrival,WDB
MDC,11:25:00 AM,JT748,Lion Air ,B739 (PK-LHO) ,Landed 11:18 AM,Arrival,SUB
MDC,11:55:00 AM,IW2275,Wings Air ,AT76 (PK-WHO) ,Landed 3:53 PM,Arrival,LAH
MDC,12:25:00 PM,ID6280,Batik Air ,A320 (PK-BKF) ,Landed 12:05 PM,Arrival,CGK
MDC,1:15:00 PM,TR216,Scoot ,A320 (9V-TRU) ,Landed 12:51 PM,Arrival,SIN
MDC,1:45:00 PM,GA600,Garuda Indonesia ,B738 (PK-GNA) ,Landed 2:19 PM,Arrival,CGK
MDC,2:00:00 PM,IW2277,Wings Air ,AT76 (PK-WJT) ,Landed 2:38 PM,Arrival,LAH
MDC,2:10:00 PM,JT778,Lion Air ,739,Unknown,Arrival,UPG
MDC,2:15:00 PM,IW1171,Wings Air ,AT7 ,Unknown,Arrival,TTE
MDC,3:05:00 PM,ID6272,Batik Air ,B738 (PK-LBS) ,Landed 3:07 PM,Arrival,CGK
MDC,3:45:00 PM,JT799,Lion Air ,B739 (PK-LSY) ,Landed 3:59 PM,Arrival,SOQ
MDC,9:20:00 PM,IU528,Super Air Jet ,A320 (PK-STP) ,Landed 9:13 PM,Arrival,BPN
MDC,10:40:00 PM,JT740,Lion Air ,B739 (PK-LSY) ,Landed 10:28 PM,Arrival,UPG
MDC,10:40:00 PM,JT706,Lion Air ,739,Unknown,Arrival,UPG
MDC,11:10:00 PM,RI711,Rimbun Air ,73F ,Unknown,Arrival,GTO
MDC,12:10:00 AM,RI712,Rimbun Air ,73F ,Unknown,Departure,TTE
MDC,6:00:00 AM,JT741,Lion Air ,B739 (PK-LSW) ,Departed 6:13 AM,Departure,UPG
MDC,6:35:00 AM,QG301,Citilink ,A320 (PK-GQP) ,Departed 7:18 AM,Departure,CGK
MDC,6:50:00 AM,ID6271,Batik Air ,B738 (PK-LZM) ,Departed 7:07 AM,Departure,CGK
MDC,7:00:00 AM,JT796,Lion Air ,B739 (PK-LSY) ,Departed 7:12 AM,Departure,SOQ
MDC,7:40:00 AM,IW2272,Wings Air ,AT76 (PK-WJT) ,Estimated dep. 7:44 AM,Departure,LAH
